Type of Scam,Phone Number,Clean Digits,WhatsApp,Alt Numbers,Company Impersonated,Date Detected (PST),Source URL,Platform,Country,Snippet,Status
"Scam Text","1 (810) 284-3002","8102843002","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-scam-text-810-284-3002/42080","Tech Support United","United States","PayPal scam text reported.","Active Line"
"Text-Link Scam","1 (845) 400-6970","8454006970","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-text-link-scam-845-400-6970/42081","Tech Support United","United States","PayPal text-link scam reported.","Active Line"
"Refund Scam","1 (806) 471-2784","8064712784","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/walmart-refund-scammers-806-471-2784/42073","Tech Support United","United States","Walmart Refund Scammers reported.","Active Line"
"Refund Scam","1 (812) 552-1754","8125521754","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-refund-scam-812-552-1754/42082","Tech Support United","United States","PayPal Refund Scam reported via phone number.","Active Line"
"Tech Support & Refund Phishing","1 (870) 401-4206","8704014206","No","","PayPal","2026-09-23","https://techscammersunited.com/t/kraken-help-line-scam-870-401-4206/42153","Tech Support United","United States","Fake PayPal fraud department phone number embedded in PDF invoice claiming fraudulent Bitcoin transfer must be cancelled by phone.","Active Line"
"Tech Support & Refund Phishing","1 (951) 629-3962","9516293962","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/winners-international-scam-951-629-3962/42140","Tech Support United","United States","Active scammer line reported on Tech Support United: Winners International Scam (951) 629-3962","Active Line"
"Spiritualist/Love Spell Fraud","+234 814 658 9231","2348146589231","Yes","","Meta Support","2026-09-23","https://www.facebook.com/groups/1029384756/posts/982736451/","Facebook","Nigeria","The Facebook post promotes 'guaranteed' lost lover return and marriage binding rituals using occult themes. It directs vulnerable users to contact the provided WhatsApp number for urgent spiritual intervention and consul","Active Line"
"Traditional Healer/Consultation Fraud","+254 792 441 092","254792441092","Yes","","Meta Support","2026-09-23","https://www.instagram.com/reel/C_q-example_reel/","Instagram","Kenya","This Instagram reel features a traditional healer claiming to solve life problems including job loss and marriage issues. The caption instructs viewers to message the WhatsApp number for a 'consultation' fee of KSh 2,500","Active Line"
"Advance-fee crypto recovery scam","+234 810 552 9412","2348105529412","Yes","","Blockchain Asset Recovery Desk","2026-09-23","https://www.facebook.com/groups/108392045294810/posts/992837465102938/","Facebook","Nigeria","The threat actor is targeting previous victims of cryptocurrency scams by promising to reverse fraudulent blockchain transactions through a private WhatsApp channel. They utilize social media posts to solicit upfront 'pr","Active Line"
"Refund Scam","1 (415) 651-7668","14156517668","No","","Zelle","2026-09-21","https://techscammersunited.com/t/zelle-refund-scam-415-651-7668/42325","Tech Support United","United States","Fraudsters send false Zelle transaction notifications indicating money has been mistakenly sent or requested. Users calling the contact number are guided through bank account compromise steps under the pretext of canceling the transfer.","Active Line"
"Refund Scam","1 (813) 595-4799","18135954799","No","","Geek Squad","2026-09-15","https://techscammersunited.com/t/geeksquad-refund-scammer-830-743-3648-and-813-595-4799/42265","Tech Support United","United States","Scammers issue fake Geek Squad renewal invoices claiming hundreds of dollars have been debited from the customer's account. When victims call the provided numbers to dispute the charge, agents attempt to gain remote access to execute fraudulent bank transfers.","Active Line"
"Tech Support & Refund Phishing","1 (951) 629-3962","19516293962","No","1 (951) 629-3963","Geek Squad Protection","2026-09-08","https://techscammersunited.com/t/geek-squad-renewal-alert/8812","Tech Support United","United States","Phishing invoice alerting victim to unauthorized auto-debit. Pushes AnyDesk screen sharing under the guise of an active refund process.","Active Line"
"Tech Support & Refund Phishing","1 (646) 298-9609","16462989609","No","","Norton LifeLock","2026-09-07","https://techscammersunited.com/t/norton-lifelock-cancellation/9941","Tech Support United","United States","Bogus security renewal notification threatening credit card deduction unless user calls this direct New York DID line.","Active Line"
"Tech Support & Refund Phishing","1 (870) 401-4206","18704014206","No","","PayPal Risk Operations","2026-09-07","https://techscammersunited.com/t/paypal-billing-fraud/9912","Tech Support United","United States","Fake PayPal fraud department phone number embedded in PDF invoice claiming fraudulent Bitcoin transfer must be cancelled by phone.","Active Line"
"General Tech Support & Refund Scams","1 (812) 552-9153","18125529153","No","","Microsoft Certified Technicians","2026-09-06","https://scammer.info/c/scams/msft-defender-phish","Scammer.info","United States","Windows Defender blue-screen lockup popup alerting to Trojan.Spyware.Win32 infection. Directs user to call immediately.","Active Line"
"Lottery & Sweepstakes Scams","1 (802) 369-0584","18023690584","No","","Publishers Clearing House","2026-09-06","https://techscammersunited.com/t/pch-claims-department/9950","Tech Support United","United States","Impersonates Publishers Clearing House prize distribution department. Informs victims they won $2.5 million and demands prepaid insurance fees.","Active Line"
"Advance Fee Fraud / Spiritual Scam","+27 63 582 9148","27635829148","Yes","","Meta Support","2026-09-01","https://www.google.com/search?q=site%3Afacebook.com%20%2227635829148%22","Facebook","South Africa","A Facebook post promoting 'powerful spellcaster' services for relationship restoration and financial luck, directing users to contact the practitioner via WhatsApp at the provided number.","Active Line"
"Crypto BTC Recovery Scam","+234 813 816 1886","2348138161886","Yes","","Blockchain Asset Recovery Desk","2026-08-28","https://www.google.com/search?q=site%3Afacebook.com%20%222348138161886%22","Facebook","Nigeria","Facebook post advertising private key recovery and stolen cryptocurrency tracing on WhatsApp +2348138161886.","Active Line"
